DATA IN NGS FORMAT FROM DATABASE 19MAY09XE_V002                                                 
    -4.470     9.000  1015.200   934.700    58.638    99.900 0 0           54906                
        0.9819371830   0.01225       -0.0065702088   0.00868  0            54908                
WETTZ13N  WETTZELL  2309+454 2019 05 09 21 24  25.0000000000               55001                
      -3160.12181845   0.03728       11.1443229028   0.04495 2      I      55002                
   0.00020    .00000    .00000    .00000  -0.320418592737533       0.1     55003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             55004
   0.00000   0.00606    .00000    .00000    .00000    .00000               55005                
     9.000     9.000   934.700   934.700    99.871    99.900 0 0           55006                
        3.1019786990   0.01504       -0.8363320888   0.00368  0            55008                
ISHIOKA   KATH12M   2318+049 2019 05 09 21 26  21.0000000000               55101                
    -294676.42117657   0.02171  -280485.0898172035   0.01323 0      I      55102                
   0.00024    .00000    .00000    .00000  -2.451653901569581       0.0     55103                
  0.255   0.620  0.0007  0.0022 -0.0004  0.0026      19881.724             55104
   0.00000   0.00000    .00000    .00000    .00000    .00000               55105                
    17.500    21.347   998.500   998.737    58.142    27.767 0 0           55106                
       -0.1613221473   0.01350       -0.0122340758   0.00434  0            55108                
ISHIOKA   KOKEE     2318+049 2019 05 09 21 26  21.0000000000               55201                
    1096254.03668500   0.10066  1350749.4472326399   0.06069 2      I      55202                
   0.00005    .00000    .00000    .00000   4.328746776921107       0.2     55203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             55204
   0.00000   0.06656    .00000    .00000    .00000    .00000               55205                
    17.500    22.221   998.500   889.100    58.142    64.084 0 0           55206                
        4.2970817859   0.04050       -0.0404125416   0.00497  0            55208                
ISHIOKA   URUMQI    2318+049 2019 05 09 21 26  21.0000000000               55301                
   11630832.46199802   0.02155  -629365.8087644165   0.00641 0      I      55302                
   0.00090    .00000    .00000    .00000   4.977210523388861       0.0     55303                
  0.255   0.494  0.0007  0.0030 -0.0004  0.0454     195199.764             55304
   0.00000   0.00000    .00000    .00000    .00000    .00000               55305                
    17.500     3.595   998.500   793.900    58.142    73.137 0 0           55306                
        0.8324864807   0.00987        0.0019418608   0.00216  0            55308                
ISHIOKA   WARK12M   2318+049 2019 05 09 21 26  21.0000000000               55401                
    1629764.23579027   0.02665   736301.7783796462   0.01607 0      I      55402                
   0.00019    .00000    .00000    .00000   2.308613122576444       0.0     55403                
  0.255   0.546  0.0007  0.0073 -0.0004  0.0017    -165187.613             55404
   0.00000   0.00000    .00000    .00000    .00000    .00000               55405                
    17.500    16.925   998.500  1015.200    58.142   100.000 0 0           55406                
        0.8107805646   0.02027        0.0072058930   0.00710  0            55408                
ISHIOKA   YARRA12M  2318+049 2019 05 09 21 26  21.0000000000               55501                
    5227407.83500178   0.03257  -522064.8678967868   0.01964 0      I      55502                
   0.00016    .00000    .00000    .00000   2.402516715244856       0.1     55503                
  0.255   0.438  0.0007 -0.0021 -0.0004  0.0097    -143642.535             55504
   0.00000   0.00000    .00000    .00000    .00000    .00000               55505                
    17.500    12.685   998.500   998.315    58.142    35.574 0 0           55506                
       -0.1119893759   0.01606        0.0166346300   0.00409  0            55508                
KATH12M   KOKEE     2318+049 2019 05 09 21 26  21.0000000000               55601                
    1390981.08222737   0.01850  1631234.9328476354   0.00764 0      I      55602                
   0.00023    .00000    .00000    .00000   0.098906706960776       0.0     55603                
  0.620   0.416  0.0022  0.0007  0.0026 -0.0011       2332.185             55604
   0.00000   0.06656    .00000    .00000    .00000    .00000               55605                
    21.347    22.221   998.737   889.100    27.767    64.084 0 0           55606                
        0.6185461014   0.00927       -0.0274875059   0.00166  0            55608                
KATH12M   URUMQI    2318+049 2019 05 09 21 26  21.0000000000               55701                
   11925528.54568332   0.17275  -348880.7593140620   0.05202 1      I      55702                
   0.00011    .00000    .00000    .00000  -1.235647357304458       0.1     55703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             55704
   0.00000   0.00000    .00000    .00000    .00000    .00000               55705                
    21.347     3.595   998.737   793.900    27.767    73.137 0 0           55706                
       -0.6141401914   0.07165       -0.0065255952   0.00594  0            55708                
KATH12M   WARK12M   2318+049 2019 05 09 21 26  21.0000000000               55801                
    1924441.00122184   0.06650  1016787.1609810223   0.02487 0      I      55802                
   0.00006    .00000    .00000    .00000  -1.110373657786703       0.1     55803                
  0.620   0.546  0.0022  0.0073  0.0026  0.0017    -185069.336             55804
   0.00000   0.00000    .00000    .00000    .00000    .00000               55805                
    21.347    16.925   998.737  1015.200    27.767   100.000 0 0           55806                
        0.9579954394   0.03310        0.0007050911   0.00530  0            55808                
KATH12M   YARRA12M  2318+049 2019 05 09 21 26  21.0000000000               55901                
    5522084.20752651   0.01199  -241579.8641156709   0.00440 0      I      55902                
   0.00034    .00000    .00000    .00000   1.292475486541223       0.0     55903                
  0.620   0.438  0.0022 -0.0021  0.0026  0.0097    -163524.259             55904
   0.00000   0.00000    .00000    .00000    .00000    .00000               55905                
    21.347    12.685   998.737   998.315    27.767    35.574 0 0           55906                
        0.0468368757   0.01211        0.0278558411   0.00276  0            55908                
KOKEE     URUMQI    2318+049 2019 05 09 21 26  21.0000000000               56001                
   10534530.32424274   0.04212 -1980112.5577157789   0.01253 0      I      56002                
   0.00046    .00000    .00000    .00000   0.319561421051178       0.0     56003                
