DATA IN NGS FORMAT FROM DATABASE 19JAN28XA_V002                                                 
     804384.01544148   0.04788   112728.0109583035   0.14710 0      I      54902                
   0.00025    .00000    .00000    .00000   3.243208494458965       0.1     54903                
  0.238   0.218 -0.0006  0.0009  0.0001 -0.0017      22310.402             54904
   0.01499   0.00000    .00000    .00000    .00000    .00000               54905                
    -0.300    -1.079   990.700   927.300    82.593    99.700 0 0           54906                
       -0.4386298007   0.02122       -0.0538692002   0.02192  0            54908                
ISHIOKA   YARRA12M  1243-072 2019 01 28 20 37  20.0000000000               55001                
   -6096697.60525545   0.02762  -519664.3418414564   0.01242 0      I      55002                
   0.00016    .00000    .00000    .00000  -2.398452465105286       0.0     55003                
  0.144   0.316  0.0057 -0.0006  0.0000  0.0000       7396.264             55004
   0.00000   0.00000    .00000    .00000    .00000    .00000               55005                
     0.924    21.267  1000.142   977.116    66.574    24.582 0 0           55006                
       -0.0552745436   0.02119        0.0197354517   0.00553  0            55008                
ONSALA60  WETTZ13N  0322+222 2019 01 28 20 37  44.0000000000               55101                
    -946720.45448900   0.08208   112979.0998630863   0.13781 2      I      55102                
   0.00011    .00000    .00000    .00000  -2.317120856994811       0.1     55103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             55104
   0.01517   0.00000    .00000    .00000    .00000    .00000               55105                
    -0.250    -1.000   990.700   927.300    82.551    99.700 0 0           55106                
       -0.4344639394   0.03737       -0.0205672572   0.02260  0            55108                
FORTLEZA  HART15M   0131-522 2019 01 28 20 38  57.0000000000               55201                
    4778616.11805658   0.04425   594971.2124155662   0.09260 0      I      55202                
   0.00022    .00000    .00000    .00000   2.131582285432571       0.1     55203                
  1.211   1.247  0.0041 -0.0096  0.0003  0.0061       4042.153             55204
  -0.01750   0.00000    .00000    .00000    .00000    .00000               55205                
    27.705    17.166  1007.795   866.183    87.280    87.983 0 0           55206                
       -0.2731105067   0.02118       -0.0274087868   0.01924  0            55208                
NYALES20  ONSALA60  2214+350 2019 01 28 20 41   7.0000000000               55301                
    4461721.69853922   0.10224   395666.5383803734   0.06363 2      I      55302                
   0.00007    .00000    .00000    .00000   3.101379453761815       0.2     55303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             55304
   0.03999   0.00896    .00000    .00000    .00000    .00000               55305                
    -8.628    -0.300  1009.100   990.749    66.566    82.251 0 0           55306                
        1.1502593644   0.04330        4.3393256974   0.00760  0            55308                
NYALES20  WETTZELL  2214+350 2019 01 28 20 41   7.0000000000               55401                
    6578710.05718724   0.01026   521049.8727505977   0.00638 0      I      55402                
   0.00051    .00000    .00000    .00000   4.963504831154878       0.0     55403                
  0.177   0.808  0.0055 -0.0267  0.0075 -0.0188     145918.599             55404
   0.03999   0.00286    .00000    .00000    .00000    .00000               55405                
    -8.628    -1.000  1009.100   927.400    66.566    99.739 0 0           55406                
        1.0802022021   0.00934       -0.0088581628   0.00353  0            55408                
ONSALA60  WETTZELL  2214+350 2019 01 28 20 41   7.0000000000               55501                
    2116978.48407104   0.09082   125388.8622134123   0.05652 2      I      55502                
   0.00008    .00000    .00000    .00000   3.923668257211259       0.2     55503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             55504
   0.00896   0.00286    .00000    .00000    .00000    .00000               55505                
    -0.300    -1.000   990.749   927.400    82.251    99.739 0 0           55506                
        0.6373985744   0.03917       -4.6721298314   0.00748  0            55508                
ISHIOKA   WETTZ13N  1739+522 2019 01 28 20 41  36.0000000000               55601                
   12939285.41737939   0.03392   496816.8705025329   0.02605 0      I      55602                
   0.00017    .00000    .00000    .00000   2.753820153591607       0.1     55603                
  0.106   0.859 -0.0021  0.0426 -0.0002  0.0027        584.464             55604
   0.00000   0.00000    .00000    .00000    .00000    .00000               55605                
     1.460    -1.000  1000.200   927.344    64.817    99.700 0 0           55606                
        0.6844757702   0.01612        0.0070663559   0.00491  0            55608                
FORTLEZA  HART15M   0530-727 2019 01 28 20 42  38.0000000000               55701                
   -7985987.41999516   0.01399   476215.2003761969   0.00902 0      I      55702                
   0.00039    .00000    .00000    .00000  -2.778470372641380       0.0     55703                
  2.752   0.795  0.0291 -0.0043 -0.0020  0.0006       4042.126             55704
  -0.01375   0.00000    .00000    .00000    .00000    .00000               55705                
    27.637    17.000  1007.863   866.100    87.653    87.934 0 0           55706                
       -0.4274618497   0.01233       -0.0033078886   0.00524  0            55708                
ISHIOKA   NYALES20  1849+670 2019 01 28 20 44  19.0000000000               55801                
   -3225560.86500933   0.00861   458191.4848581493   0.01036 0      I      55802                
   0.00085    .00000    .00000    .00000  -4.563937457004839       0.0     55803                
  0.119   0.102 -0.0046  0.0023 -0.0003  0.0003    -147904.645             55804
   0.00000   0.03297    .00000    .00000    .00000    .00000               55805                
     1.426    -8.780  1000.226  1009.100    65.134    67.879 0 0           55806                
        0.1354131365   0.01200       -0.0008844503   0.00930  0            55808                
ISHIOKA   ONSALA60  1849+670 2019 01 28 20 44  19.0000000000               55901                
    2447012.48893015   0.06517   499787.7847691917   0.04635 0      I      55902                
   0.00009    .00000    .00000    .00000   4.846185660918053       0.1     55903                
  0.119   0.283 -0.0046 -0.0061 -0.0003  0.0001     -21726.171             55904
   0.00000   0.00516    .00000    .00000    .00000    .00000               55905                
     1.426    -0.300  1000.226   990.800    65.134    82.075 0 0           55906                
        1.1972163644   0.03159       -0.0013237190   0.00920  0            55908                
ISHIOKA   WETTZELL  1849+670 2019 01 28 20 44  19.0000000000               56001                
    5103870.49429344   0.00508   507191.2195942236   0.00323 0      I      56002                
