DATA IN NGS FORMAT FROM DATABASE 19JAN02XA_V002                                                 
        1.1028203194   0.00547            -0.01092   0.00259  0            33508                
NYALES20  YARRA12M  0748+126 2019 01 02 18 29  58.0000000000               33601                
  -10273100.91042343   0.01125   677840.7427003788   0.00883 0      I      33602                
   0.00053    .00000    .00000    .00000  -4.650600979933762       0.0     33603                
  0.346   0.391  0.0005  0.0005 -0.0374  0.0003     320924.334             33604
  -0.02335   0.00000    .00000    .00000    .00000    .00000               33605                
   -10.082    14.886  1004.200   980.100    81.993    50.000 0 0           33606                
       -0.1506078391   0.01001            -0.00351   0.00475  0            33608                
ONSALA60  YARRA12M  0748+126 2019 01 02 18 29  58.0000000000               33701                
  -10596587.64676704   0.01446  1203187.9595126153   0.01141 0      I      33702                
   0.00041    .00000    .00000    .00000  -1.321546686158582       0.0     33703                
  0.491   0.391  0.0036  0.0005 -0.0618  0.0003      54314.744             33704
  -0.00092   0.00000    .00000    .00000    .00000    .00000               33705                
     3.300    14.886  1030.600   980.100    49.141    50.000 0 0           33706                
       -1.2703050520   0.01332            -0.00643   0.00640  0            33708                
SEJONG    NYALES20  0748+126 2019 01 02 18 29  58.0000000000               33801                
   12490192.82804760   0.00610  -880599.8034211041   0.00489 0      I      33802                
   0.00098    .00000    .00000    .00000   3.386228500795600       0.0     33803                
  0.167   0.346  0.0012  0.0005 -0.0001 -0.0374    -248211.702             33804
   0.00000  -0.02335    .00000    .00000    .00000    .00000               33805                
    -5.231   -10.082  1004.800  1004.200    78.500    81.993 0 0           33806                
       -0.8476676231   0.03317             0.00827   0.00571  0            33808                
SEJONG    ONSALA60  0748+126 2019 01 02 18 29  58.0000000000               33901                
   12813672.71429838   0.01033 -1405945.9087232973   0.00824 0      I      33902                
   0.00058    .00000    .00000    .00000   4.295046870171135       0.0     33903                
  0.167   0.491  0.0012  0.0036 -0.0001 -0.0618      18397.888             33904
   0.00000  -0.00092    .00000    .00000    .00000    .00000               33905                
    -5.231     3.300  1004.800  1030.600    78.500    49.141 0 0           33906                
        0.0906161844   0.05970            -0.00688   0.01023  0            33908                
SEJONG    YARRA12M  0748+126 2019 01 02 18 29  58.0000000000               34001                
    2217100.47926578   0.00958  -202758.5044023229   0.00764 0      I      34002                
   0.00062    .00000    .00000    .00000   0.094572220871968       0.0     34003                
  0.167   0.391  0.0012  0.0005 -0.0001  0.0003      72712.632             34004
   0.00000   0.00000    .00000    .00000    .00000    .00000               34005                
    -5.231    14.886  1004.800   980.100    78.500    50.000 0 0           34006                
       -1.0130271320   0.04395            -0.00686   0.00753  0            34008                
HART15M   ISHIOKA   0919-260 2019 01 02 18 32  34.0000000000               34101                
   -5623628.78714285   0.03256  1631737.4255069429   0.02514 4      I      34102                
   0.00018    .00000    .00000    .00000  -3.674622481556390       0.1     34103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34104
   0.00000   0.00000    .00000    .00000    .00000    .00000               34105                
    20.300     1.095   864.626  1006.761    86.300    65.039 0 0           34106                
       -3.6457943073   0.04566            13.12711   0.02272  0            34108                
SEJONG    YARRA12M  0727-115 2019 01 02 18 33  10.0000000000               34201                
   -7648465.84255476   0.00740  -181232.2332912267   0.02136 0      I      34202                
   0.00154    .00000    .00000    .00000  -0.905177029217070       0.0     34203                
  0.252   0.319  0.0056  0.0001 -0.0002  0.0002      72712.832             34204
   0.00000   0.00000    .00000    .00000    .00000    .00000               34205                
    -5.381    14.800  1004.800   980.100    78.365    50.000 0 0           34206                
       -1.0639605754   0.05691            -0.00347   0.03530  0            34208                
NYALES20  ONSALA60  0119+041 2019 01 02 18 34  13.0000000000               34301                
   -6847799.60716487   0.00734   110693.1992666935   0.00791 0      I      34302                
   0.00095    .00000    .00000    .00000  -3.182117443265311       0.0     34303                
  0.293   0.179  0.0193 -0.0055  0.0065  0.0017     266608.912             34304
   0.00745  -0.00036    .00000    .00000    .00000    .00000               34305                
    -9.747     3.300  1004.100  1030.649    85.114    50.395 0 0           34306                
        1.0834644290   0.01084            -0.01031   0.00756  0            34308                
ISHIOKA   KATH12M   1334-127 2019 01 02 18 36  18.0000000000               34401                
   -4359198.24306297   0.01256  -306560.7784397796   0.00708 0      I      34402                
   0.00041    .00000    .00000    .00000  -4.763410353180646       0.0     34403                
  0.182   1.555  0.0044 -0.0003  0.0022 -0.0042       6692.181             34404
   0.00000   0.00000    .00000    .00000    .00000    .00000               34405                
     1.219    27.051  1006.700   991.025    64.955    81.929 0 0           34406                
       -0.0915484933   0.00975             0.00861   0.00320  0            34408                
ISHIOKA   SEJONG    1334-127 2019 01 02 18 36  18.0000000000               34501                
    2901655.51653237   0.00260  -173496.4222455300   0.00140 0      I      34502                
   0.00188    .00000    .00000    .00000   6.154615346601613       0.0     34503                
  0.182   0.426  0.0044  0.0133  0.0022  0.0012     -59975.702             34504
   0.00000   0.00000    .00000    .00000    .00000    .00000               34505                
     1.219    -5.300  1006.700  1004.800    64.955    78.089 0 0           34506                
        0.9795198709   0.01595             0.00042   0.00184  0            34508                
ISHIOKA   YARRA12M  1334-127 2019 01 02 18 36  18.0000000000               34601                
     304742.78222497   0.00745  -390471.7707212755   0.00371 0      I      34602                
   0.00063    .00000    .00000    .00000   5.034504705816389       0.0     34603                
  0.182   0.670  0.0044 -0.0000  0.0022 -0.0011      12737.327             34604
